1151,रजोमूर्तिन्,1.1.17.4.2,पुं.,स्वर्गवर्गः,ब्रह्मा,,देवः,,,,,,,ईश्वरः,,
1161,सत्यक,1.1.17.4.3,पुं.,स्वर्गवर्गः,ब्रह्मा,,देवः,,,,,,,ईश्वरः,,
1171,हंसवाहन,1.1.17.4.4,पुं.,स्वर्गवर्गः,ब्रह्मा,,देवः,,,,,,,ईश्वरः,,
1181,विष्णु,1.1.18.1.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1191,नारायण,1.1.18.1.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1192,नरायण,1.1.18.1.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1201,कृष्ण,1.1.18.1.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1211,वैकुण्ठ,1.1.18.1.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1221,विष्टरश्रवस्,1.1.18.1.5,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1231,दामोदर,1.1.18.2.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1241,हृषीकेश,1.1.18.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1251,केशव,1.1.18.2.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1261,माधव,1.1.18.2.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1271,स्वभू,1.1.18.2.5,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1281,दैत्यारि,1.1.19.1.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1291,पुण्डरीकाक्ष,1.1.19.1.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1301,गोविन्द,1.1.19.1.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1311,गरुडध्वज,1.1.19.1.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1321,पीताम्बर,1.1.19.2.1,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1331,अच्युत,1.1.19.2.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1341,शार्ङ्गिन्,1.1.19.2.3,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1351,विष्वक्सेन,1.1.19.2.4,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1352,विश्वक्सेन,1.1.19.2.4.2,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
1361,जनार्दन,1.1.19.2.5,पुं.,स्वर्गवर्गः,विष्णुः,,देवः,वसुदेवः,,,,,,ईश्वरः,,
