1021,कमलासन,1.1.17.1.5,स्वर्गवर्गः,ब्रह्मा,brahma
1031,स्रष्टृ,1.1.17.2.1,स्वर्गवर्गः,ब्रह्मा,brahma
1041,प्रजापति,1.1.17.2.2,स्वर्गवर्गः,ब्रह्मा,brahma
1051,वेधस्,1.1.17.2.3,स्वर्गवर्गः,ब्रह्मा,brahma
1061,विधातृ,1.1.17.2.4,स्वर्गवर्गः,ब्रह्मा,brahma
1071,विश्वसृज्,1.1.17.2.5,स्वर्गवर्गः,ब्रह्मा,brahma
1081,विधि,1.1.17.2.6,स्वर्गवर्गः,ब्रह्मा,brahma
1091,नाभिजन्मन्,1.1.17.3.1,स्वर्गवर्गः,ब्रह्मा,brahma
1101,अण्डज,1.1.17.3.2,स्वर्गवर्गः,ब्रह्मा,brahma
1111,पूर्व,1.1.17.3.3,स्वर्गवर्गः,ब्रह्मा,brahma
1121,निधन,1.1.17.3.4,स्वर्गवर्गः,ब्रह्मा,brahma
1131,कमलोद्भव,1.1.17.3.5,स्वर्गवर्गः,ब्रह्मा,brahma
1141,सदानन्द,1.1.17.4.1,स्वर्गवर्गः,ब्रह्मा,brahma
1151,रजोमूर्तिन्,1.1.17.4.2,स्वर्गवर्गः,ब्रह्मा,brahma
1161,सत्यक,1.1.17.4.3,स्वर्गवर्गः,ब्रह्मा,brahma
1171,हंसवाहन,1.1.17.4.4,स्वर्गवर्गः,ब्रह्मा,brahma
1181,विष्णु,1.1.18.1.1,स्वर्गवर्गः,विष्णुः,vishnu
1191,नारायण,1.1.18.1.2,स्वर्गवर्गः,विष्णुः,vishnu
1201,कृष्ण,1.1.18.1.3,स्वर्गवर्गः,विष्णुः,vishnu
1211,वैकुण्ठ,1.1.18.1.4,स्वर्गवर्गः,विष्णुः,vishnu
1221,विष्टरश्रवस्,1.1.18.1.5,स्वर्गवर्गः,विष्णुः,vishnu
1231,दामोदर,1.1.18.2.1,स्वर्गवर्गः,विष्णुः,vishnu
1241,हृषीकेश,1.1.18.2.2,स्वर्गवर्गः,विष्णुः,vishnu
1251,केशव,1.1.18.2.3,स्वर्गवर्गः,विष्णुः,vishnu
1261,माधव,1.1.18.2.4,स्वर्गवर्गः,विष्णुः,vishnu
1271,स्वभू,1.1.18.2.5,स्वर्गवर्गः,विष्णुः,vishnu
1281,दैत्यारि,1.1.19.1.1,स्वर्गवर्गः,विष्णुः,vishnu
1291,पुण्डरीकाक्ष,1.1.19.1.2,स्वर्गवर्गः,विष्णुः,vishnu
1301,गोविन्द,1.1.19.1.3,स्वर्गवर्गः,विष्णुः,vishnu
1311,गरुडध्वज,1.1.19.1.4,स्वर्गवर्गः,विष्णुः,vishnu
1321,पीताम्बर,1.1.19.2.1,स्वर्गवर्गः,विष्णुः,vishnu
1331,अच्युत,1.1.19.2.2,स्वर्गवर्गः,विष्णुः,vishnu
1341,शार्ङ्गिन्,1.1.19.2.3,स्वर्गवर्गः,विष्णुः,vishnu
1351,विष्वक्सेन,1.1.19.2.4,स्वर्गवर्गः,विष्णुः,vishnu
1361,जनार्दन,1.1.19.2.5,स्वर्गवर्गः,विष्णुः,vishnu
1371,उपेन्द्र,1.1.20.1.1,स्वर्गवर्गः,विष्णुः,vishnu
1381,इन्द्रावरज,1.1.20.1.2,स्वर्गवर्गः,विष्णुः,vishnu
1391,चक्रपाणि,1.1.20.1.3,स्वर्गवर्गः,विष्णुः,vishnu
1401,चतुर्भुज,1.1.20.1.4,स्वर्गवर्गः,विष्णुः,vishnu
1411,पद्मनाभ,1.1.20.2.1,स्वर्गवर्गः,विष्णुः,vishnu
1421,मधुरिपु,1.1.20.2.2,स्वर्गवर्गः,विष्णुः,vishnu
1431,वासुदेव,1.1.20.2.3,स्वर्गवर्गः,विष्णुः,vishnu
1441,त्रिविक्रम,1.1.20.2.4,स्वर्गवर्गः,विष्णुः,vishnu
1451,देवकीनन्दन,1.1.21.1.1,स्वर्गवर्गः,विष्णुः,vishnu
1461,शौरि,1.1.21.1.2,स्वर्गवर्गः,विष्णुः,vishnu
1471,श्रीपति,1.1.21.1.3,स्वर्गवर्गः,विष्णुः,vishnu
1481,पुरुषोत्तम,1.1.21.1.4,स्वर्गवर्गः,विष्णुः,vishnu
1491,वनमालिन्,1.1.21.2.1,स्वर्गवर्गः,विष्णुः,vishnu
1501,बलिध्वंसिन्,1.1.21.2.2,स्वर्गवर्गः,विष्णुः,vishnu
1511,कंसाराति,1.1.21.2.3,स्वर्गवर्गः,विष्णुः,vishnu
1521,अधोक्षज,1.1.21.2.4,स्वर्गवर्गः,विष्णुः,vishnu
1531,विश्वम्भर,1.1.22.1.1,स्वर्गवर्गः,विष्णुः,vishnu
