2.880948	2.880948	
9.988431	9.988431	
17.540131	17.540131	
24.647614	24.647614	
30.688975	30.688975	
37.441084	37.441084	
43.757951	43.757951	
50.830030	50.830030	
57.493296	57.493296	
63.978874	63.978874	
70.375609	70.375609	
76.928279	76.928279	
83.174811	83.174811	
90.104607	90.104607	
96.679029	96.679029	
102.631546	102.631546	
109.205968	109.205968	
115.691546	115.691546	
120.577941	120.577941	
126.796988	126.796988	
132.216444	132.216444	
139.146240	139.146240	
144.743383	144.743383	
152.117396	152.117396	
158.247601	158.247601	
165.976988	165.976988	
173.262158	173.262158	
179.747737	179.747737	
186.144471	186.144471	
191.563927	191.563927	
198.671410	198.671410	
205.334675	205.334675	
212.353315	212.353315	
218.472762	218.472762	
224.742698	224.742698	
231.317120	231.317120	
237.891542	237.891542	
244.250772	244.250772	
250.773855	250.773855	
256.904059	256.904059	
262.928101	262.928101	
269.342154	269.342154	
276.271950	276.271950	
283.024059	283.024059	
289.420794	289.420794	
296.528277	296.528277	
303.280385	303.280385	
310.299025	310.299025	
316.873447	316.873447	
323.092494	323.092494	
329.489229	329.489229	
336.063651	336.063651	
341.838481	341.838481	
348.768277	348.768277	
355.253855	355.253855	
362.005964	362.005964	
368.491542	368.491542	
374.532902	374.532902	
380.840794	380.840794	
387.240751	387.240751	
393.003836	393.003836	
399.578258	399.578258	
404.997714	404.997714	
411.039074	411.039074	
416.991591	416.991591	
423.299482	423.299482	
430.584653	430.584653	
436.803700	436.803700	
443.289278	443.289278	
449.863700	449.863700	
457.326557	457.326557	
463.989823	463.989823	
469.586965	469.586965	
475.717170	475.717170	
482.202748	482.202748	
488.866013	488.866013	
495.884653	495.884653	
502.992136	502.992136	
510.543836	510.543836	
