3.033536	3.033536	
9.801906	9.801906	
17.708981	17.708981	
23.750341	23.750341	
30.413607	30.413607	
37.432571	37.432571	
44.628897	44.628897	
51.825224	51.825224	
58.755020	58.755020	
64.618693	64.618693	
72.081550	72.081550	
79.004897	79.004897	
85.579318	85.579318	
92.420271	92.420271	
98.639318	98.639318	
106.279863	106.279863	
112.498910	112.498910	
120.494829	120.494829	
127.779999	127.779999	
134.354420	134.354420	
141.373060	141.373060	
147.236733	147.236733	
154.788434	154.788434	
162.428978	162.428978	
168.648026	168.648026	
174.600543	174.600543	
182.418774	182.418774	
188.548978	188.548978	
194.679182	194.679182	
201.075917	201.075917	
208.538774	208.538774	
215.823944	215.823944	
222.398366	222.398366	
229.950067	229.950067	
237.162639	237.162639	
244.447810	244.447810	
250.666857	250.666857	
257.507810	257.507810	
264.437605	264.437605	
270.656653	270.656653	
277.142231	277.142231	
283.983184	283.983184	
290.557605	290.557605	
297.487401	297.487401	
304.417197	304.417197	
311.080463	311.080463	
317.210667	317.210667	
323.696245	323.696245	
330.448354	330.448354	
336.149389	336.149389	
342.264544	342.264544	
348.927810	348.927810	
355.324544	355.324544	
361.632435	361.632435	
367.762639	367.762639	
374.425905	374.425905	
380.289578	380.289578	
385.886721	385.886721	
392.816517	392.816517	
398.946721	398.946721	
405.787674	405.787674	
412.450939	412.450939	
418.225769	418.225769	
424.089442	424.089442	
430.752708	430.752708	
437.682503	437.682503	
