1.2.1,1.2.1.1,"द्योदिवौ द्वे स्त्रियामभ्रं व्योम पुष्करमम्बरम्।"
1.2.1,1.2.1.2,"नभोऽन्तरिक्षं गगनमनन्तं सुरवर्त्म खम्।"
1.2.1,1.2.1.3,"वियद्विष्णुपदं वा तु पुंस्याकाशविहायसी।"
1.2.1,1.2.1.4,"विहायसोऽपि नाकोऽपि द्युरपि स्यात्तदव्ययम्।"
1.2.1,1.2.1.5,"तारापथोऽन्तरिक्षं च मेघाध्वा च महाबिलम्।"
1.2.1,1.2.1.6,"विहायाः शकुने पुंसि गगने पुन्नपुंसकम्॥"
