10.873423	10.873423	
17.003627	17.003627	
23.933423	23.933423	
31.129749	31.129749	
37.902117	37.902117	
44.743070	44.743070	
52.028240	52.028240	
59.301016	59.301016	
66.408499	66.408499	
72.627547	72.627547	
80.179248	80.179248	
86.198473	86.198473	
93.839018	93.839018	
100.565018	100.565018	
106.810174	106.810174	
113.384596	113.384596	
120.669766	120.669766	
127.777249	127.777249	
134.795888	134.795888	
141.459154	141.459154	
148.655480	148.655480	
154.785684	154.785684	
161.804324	161.804324	
168.556433	168.556433	
175.575072	175.575072	
182.272168	182.272168	
188.812759	188.812759	
195.031807	195.031807	
202.228133	202.228133	
209.335616	209.335616	
216.354256	216.354256	
223.817113	223.817113	
230.480378	230.480378	
236.877113	236.877113	
243.895752	243.895752	
250.825548	250.825548	
257.577657	257.577657	
264.507453	264.507453	
271.526092	271.526092	
278.811263	278.811263	
286.274120	286.274120	
292.759698	292.759698	
299.067589	299.067589	
305.642011	305.642011	
311.918085	311.918085	
318.306718	318.306718	
324.170391	324.170391	
330.122908	330.122908	
336.164269	336.164269	
342.827534	342.827534	
349.046582	349.046582	
355.976378	355.976378	
362.639643	362.639643	
369.036378	369.036378	
375.521956	375.521956	
381.385629	381.385629	
387.693521	387.693521	
393.557194	393.557194	
400.220459	400.220459	
406.528351	406.528351	
413.546990	413.546990	
419.854881	419.854881	
426.873521	426.873521	
432.914881	432.914881	
438.867398	438.867398	
445.352976	445.352976	
452.105085	452.105085	
460.101004	460.101004	
466.278144	466.278144	
473.030253	473.030253	
480.048892	480.048892	
486.534470	486.534470	
493.020048	493.020048	
499.772058	499.772058	
506.168892	506.168892	
512.921001	512.921001	
519.761953	519.761953	
526.425219	526.425219	
533.443858	533.443858	
539.840593	539.840593	
546.415014	546.415014	
553.255967	553.255967	
560.185763	560.185763	
566.493654	566.493654	
574.578416	574.578416	
581.863586	581.863586	
588.793382	588.793382	
594.923586	594.923586	
600.698416	600.698416	
608.161273	608.161273	
614.913382	614.913382	
621.932021	621.932021	
628.684130	628.684130	
635.613926	635.613926	
642.099504	642.099504	
647.874334	647.874334	
653.471477	653.471477	
660.401273	660.401273	
667.750486	667.750486	
674.083178	674.083178	
681.012974	681.012974	
687.853926	687.853926	
694.873127	694.873127	
701.446987	701.446987	
707.932565	707.932565	
715.128892	715.128892	
721.969844	721.969844	
728.721953	728.721953	
735.086799	735.086799	
741.959640	741.959640	
748.178688	748.178688	
754.575423	754.575423	
761.327531	761.327531	
767.635423	767.635423	
774.209844	774.209844	
780.517736	780.517736	
787.891749	787.891749	
794.199640	794.199640	
800.596375	800.596375	
807.835305	807.835305	
814.722497	814.722497	
821.208076	821.208076	
828.759776	828.759776	
835.423042	835.423042	
842.708212	842.708212	
849.066654	849.066654	
856.051621	856.051621	
863.838394	863.838394	
870.979522	870.979522	
877.731631	877.731631	
884.483740	884.483740	
891.058161	891.058161	
897.899114	897.899114	
904.029318	904.029318	
911.403331	911.403331	
917.622379	917.622379	
925.418048	925.418048	
931.814783	931.814783	
938.655735	938.655735	
944.867092	944.867092	
951.004987	951.004987	
957.579408	957.579408	
963.709613	963.709613	
971.616687	971.616687	
978.635327	978.635327	
984.943218	984.943218	
991.073422	991.073422	
997.292470	997.292470	
1003.600361	1003.600361	
1009.019817	1009.019817	
1014.261585	1014.261585	
1021.102538	1021.102538	
1028.121177	1028.121177	
1034.429068	1034.429068	
1041.181177	1041.181177	
1041.299723	1041.299723	skip
1041.438497	1041.438497	skip
1047.429144	1047.429144	
1054.181252	1054.181252	
1060.844518	1060.844518	
1066.708191	1066.708191	
1072.038803	1072.038803	
1078.613225	1078.613225	
1085.187647	1085.187647	
1093.648426	1093.648426	
1100.468735	1100.468735	
1106.687783	1106.687783	
1113.084518	1113.084518	
1118.859348	1118.859348	
1125.700300	1125.700300	
1132.274722	1132.274722	
1138.671456	1138.671456	
1145.512409	1145.512409	
1151.642613	1151.642613	
1158.378868	1158.378868	
